"id" "time" "y"
"1" 1 0 -0.250581524296933
"2" 1 0.111111111111111 0.793980437535244
"3" 1 0.222222222222222 -0.535716318179036
"4" 1 0.333333333333333 -0.992529368623218
"5" 1 0.444444444444444 -0.383742399707435
"6" 1 0.555555555555556 -0.475863852363128
"7" 1 0.666666666666667 -2.03693106797839
"8" 1 0.777777777777778 -0.592638837742017
"9" 1 0.888888888888889 -1.47625287513503
"10" 1 1 -1.66736724136906
"11" 2 0 0.0734573296888329
"12" 2 0.111111111111111 -0.182362667759934
"13" 2 0.222222222222222 0.203882196734831
"14" 2 0.333333333333333 -0.106441771978648
"15" 2 0.444444444444444 -0.253023572771682
"16" 2 0.555555555555556 -1.25225259295785
"17" 2 0.666666666666667 -0.474399133120779
"18" 2 0.777777777777778 -1.45081512500662
"19" 2 0.888888888888889 -1.79205898778068
"20" 2 1 -1.35794578798157
"21" 3 0 -0.334251444964019
"22" 3 0.111111111111111 0.109229078313644
"23" 3 0.222222222222222 -0.419165096752081
"24" 3 0.333333333333333 -0.412030078535739
"25" 3 0.444444444444444 -0.577274500700545
"26" 3 0.555555555555556 -0.0447983788436727
"27" 3 0.666666666666667 -1.25421720041285
"28" 3 0.777777777777778 -1.1926936961289
"29" 3 0.888888888888889 -1.54030152677078
"30" 3 1 -1.29460755416018
"31" 4 0 0.638112320855117
"32" 4 0.111111111111111 -0.1554658031544
"33" 4 0.222222222222222 -0.405155945350688
"34" 4 0.333333333333333 -1.0869000116369
"35" 4 0.444444444444444 -1.01814971181307
"36" 4 0.555555555555556 -0.986786175848678
"37" 4 0.666666666666667 -1.17199153547768
"38" 4 0.777777777777778 -1.87045416081304
"39" 4 0.888888888888889 -1.47818284236464
"40" 4 1 -1.4925570398685
"41" 5 0 0.131803108726144
"42" 5 0.111111111111111 -0.463975950219629
"43" 5 0.222222222222222 -0.373409629818758
"44" 5 0.333333333333333 -0.291590902940745
"45" 5 0.444444444444444 -0.201480844279735
"46" 5 0.555555555555556 -0.171675212423337
"47" 5 0.666666666666667 -1.06772733292079
"48" 5 0.777777777777778 -0.938777477939026
"49" 5 0.888888888888889 -0.393111603017691
"50" 5 1 -0.972620411097329
"53" 6 0.222222222222222 -0.0482668105127712
"55" 6 0.444444444444444 -1.46673264458086
"56" 6 0.555555555555556 -0.228448255753081
"57" 6 0.666666666666667 -0.755112730404349
"58" 6 0.777777777777778 -0.521727947385953
"59" 6 0.888888888888889 -0.35472078305335
"60" 6 1 -1.52633279993526
"61" 7 0 0.194971620971394
"62" 7 0.111111111111111 -0.888650118223082
"63" 7 0.222222222222222 -0.362759094983864
"64" 7 0.333333333333333 0.085834924787919
"65" 7 0.444444444444444 -0.884582962667357
"66" 7 0.555555555555556 -0.800147039898968
"67" 7 0.666666666666667 -0.72866392911092
"68" 7 0.777777777777778 -1.82157892550855
"69" 7 0.888888888888889 -1.40001464512704
"70" 7 1 -1.78011843132708
"71" 8 0 0.295329882051687
"72" 8 0.111111111111111 0.419555277958488
"73" 8 0.222222222222222 -0.348387001920152
"76" 8 0.555555555555556 -0.606444967392733
"77" 8 0.666666666666667 -0.772819211011331
"78" 8 0.777777777777778 -1.47849407194737
"80" 8 1 -1.28506954739146
"81" 9 0 0.230312540661397
"82" 9 0.111111111111111 -0.105365331381908
"85" 9 0.444444444444444 -0.733115081372669
"86" 9 0.555555555555556 -1.24315272514712
"87" 9 0.666666666666667 -1.22901704157045
"88" 9 0.777777777777778 -1.42313744016689
"89" 9 0.888888888888889 -2.1225073069632
"91" 10 0 -0.122155354862542
"92" 10 0.111111111111111 0.702378001478195
"93" 10 0.222222222222222 -0.463041442231861
"94" 10 0.333333333333333 -0.870443798950975
"95" 10 0.444444444444444 -0.258481103153024
"96" 10 0.555555555555556 -0.704130732124359
"97" 10 0.666666666666667 -1.54531650251134
"98" 10 0.777777777777778 -1.43911922409513
"99" 10 0.888888888888889 -1.12746467995812
"100" 10 1 -1.34321050248064
"102" 11 0.111111111111111 0.0235371448931984
"103" 11 0.222222222222222 -0.309269157159527
"104" 11 0.333333333333333 -0.570841584574616
"105" 11 0.444444444444444 -0.612177909425556
"106" 11 0.555555555555556 -0.41588834999086
"107" 11 0.666666666666667 -1.15548889773516
"109" 11 0.888888888888889 -1.76956276682728
"111" 12 0 0.155937294564572
"112" 12 0.111111111111111 -0.450645239035392
"113" 12 0.222222222222222 -0.568891127837199
"116" 12 0.555555555555556 -0.793701938574454
"117" 12 0.666666666666667 -0.888834347019783
"118" 12 0.777777777777778 -0.966281242967504
"119" 12 0.888888888888889 -0.419469603115588
"121" 13 0 -0.248496232216722
"122" 13 0.111111111111111 0.0776238747289553
"123" 13 0.222222222222222 -0.120734856280304
"126" 13 0.555555555555556 -1.01498809699508
"127" 13 0.666666666666667 -1.32923244862881
"129" 13 0.888888888888889 -1.68758036239652
"130" 13 1 -1.94685726613275
"131" 14 0 -0.885879954871
"132" 14 0.111111111111111 -0.540305719324367
"133" 14 0.222222222222222 -0.940690966048048
"134" 14 0.333333333333333 -0.16785073280733
"135" 14 0.444444444444444 -0.765732403314399
"136" 14 0.555555555555556 -1.09564607431351
"137" 14 0.666666666666667 -1.02753637379139
"138" 14 0.777777777777778 -1.17666572237797
"139" 14 0.888888888888889 -1.28889076143504
"140" 14 1 -1.65799784132555
"141" 15 0 0.449972367257243
"142" 15 0.111111111111111 -0.668120026762308
"143" 15 0.222222222222222 -0.210710189017427
"144" 15 0.333333333333333 -0.983233114521786
"145" 15 0.444444444444444 -0.388446344018811
"146" 15 0.555555555555556 -0.847702302382338
"147" 15 0.666666666666667 -1.46706493045192
"148" 15 0.777777777777778 -0.92947277825655
"149" 15 0.888888888888889 0.190777338950933
"150" 15 1 -0.880067863105477
"151" 16 0 1.48202655639391
"152" 16 0.111111111111111 1.44991182754032
"153" 16 0.222222222222222 0.552086737251632
"154" 16 0.333333333333333 0.580806234876903
"155" 16 0.444444444444444 1.29182467621965
"156" 16 0.555555555555556 1.09433125093739
"157" 16 0.666666666666667 0.496676394313757
"158" 16 0.777777777777778 0.254055164739477
"159" 16 0.888888888888889 -0.276897332510635
"160" 16 1 -0.297405791919466
"162" 17 0.111111111111111 1.15601658404596
"164" 17 0.333333333333333 1.57646308273771
"165" 17 0.444444444444444 -0.127905152623415
"166" 17 0.555555555555556 0.473076694546156
"167" 17 0.666666666666667 0.551542160638962
"169" 17 0.888888888888889 0.289693316435248
"170" 17 1 -0.932684847091829
"171" 18 0 1.87753448427412
"172" 18 0.111111111111111 1.33377547398598
"173" 18 0.222222222222222 0.955354704888664
"174" 18 0.333333333333333 0.59366101387814
"175" 18 0.444444444444444 1.06242915543167
"176" 18 0.555555555555556 0.618262622135689
"177" 18 0.666666666666667 0.441649748615599
"178" 18 0.777777777777778 0.323047304966072
"179" 18 0.888888888888889 -0.276091122223398
"180" 18 1 0.324898176883686
"181" 19 0 1.82848847803924
"182" 19 0.111111111111111 1.363069862994
"183" 19 0.222222222222222 0.905828754394267
"184" 19 0.333333333333333 1.16478988492701
"185" 19 0.444444444444444 0.983223096044795
"186" 19 0.555555555555556 0.14901066513833
"187" 19 0.666666666666667 0.434435617305573
"188" 19 0.777777777777778 0.0742691530990675
"189" 19 0.888888888888889 0.305728126195451
"190" 19 1 -0.20052426288054
"191" 20 0 1.737560528487
"192" 20 0.111111111111111 1.0975249548581
"193" 20 0.222222222222222 1.14390795552771
"194" 20 0.333333333333333 0.847569579556432
"195" 20 0.444444444444444 0.663226244710903
"196" 20 0.555555555555556 0.864391801072609
"197" 20 0.666666666666667 1.20542080111397
"198" 20 0.777777777777778 0.591877099347189
"199" 20 0.888888888888889 -0.182639147358151
"200" 20 1 -0.204354626380943
"201" 21 0 1.86759094864329
"202" 21 0.111111111111111 1.10586584020593
"203" 21 0.222222222222222 0.400922896394662
"204" 21 0.333333333333333 1.16376073586037
"205" 21 0.444444444444444 1.21373845636406
"206" 21 0.555555555555556 1.18982727471233
"208" 21 0.777777777777778 0.159800237321498
"211" 22 0 1.81285452029243
"212" 22 0.111111111111111 1.2792618872838
"213" 22 0.222222222222222 1.63729999147409
"214" 22 0.333333333333333 1.67554931448162
"215" 22 0.444444444444444 0.677638460645982
"216" 22 0.555555555555556 1.26548307042778
"217" 22 0.666666666666667 0.944572432292254
"218" 22 0.777777777777778 1.04237780732473
"219" 22 0.888888888888889 0.0479192098040182
"220" 22 1 -0.00902345133888881
"223" 23 0.222222222222222 0.500677692181865
"224" 23 0.333333333333333 1.63463537337679
"225" 23 0.444444444444444 0.719601068613504
"226" 23 0.555555555555556 0.992547759025609
"227" 23 0.666666666666667 0.130717218868068
"229" 23 0.888888888888889 -0.306630229506401
"230" 23 1 0.280495720171883
"231" 24 0 0.704259321654651
"233" 24 0.222222222222222 0.981254506077712
"234" 24 0.333333333333333 0.867636879726893
"235" 24 0.444444444444444 1.17629724456525
"236" 24 0.555555555555556 -0.0812488494143785
"239" 24 0.888888888888889 0.171183742036227
"240" 24 1 -0.23499281023592
"241" 25 0 1.74793029915788
"242" 25 0.111111111111111 1.5709118083847
"243" 25 0.222222222222222 0.720298624649529
"244" 25 0.333333333333333 0.0859057858830132
"245" 25 0.444444444444444 1.52118425298157
"246" 25 0.555555555555556 0.859478468316171
"247" 25 0.666666666666667 0.961930074838909
"248" 25 0.777777777777778 0.415398494630944
"249" 25 0.888888888888889 0.563307081090413
"250" 25 1 -0.242691176567516
"251" 26 0 1.4775485041884
"254" 26 0.333333333333333 1.99906463593367
"256" 26 0.555555555555556 0.849120907987147
"257" 26 0.666666666666667 0.477391430189404
"258" 26 0.777777777777778 -0.869886106234859
"259" 26 0.888888888888889 0.804253648228161
"260" 26 1 0.438656086000117
"261" 27 0 1.43768179731787
"262" 27 0.111111111111111 1.75857326824388
"263" 27 0.222222222222222 2.00153328491801
"264" 27 0.333333333333333 1.2668264667062
"265" 27 0.444444444444444 0.664459729418277
"266" 27 0.555555555555556 0.525306552334702
"267" 27 0.666666666666667 -0.351744259293861
"268" 27 0.777777777777778 -0.21311143919826
"269" 27 0.888888888888889 -0.382417841705001
"270" 27 1 -0.0990038708321185
"272" 28 0.111111111111111 1.21165976387961
"273" 28 0.222222222222222 1.17362491454397
"274" 28 0.333333333333333 1.21653093438548
"275" 28 0.444444444444444 0.357688015389499
"277" 28 0.666666666666667 0.637938304839782
"278" 28 0.777777777777778 0.163692429275409
"280" 28 1 -0.0639606853292988
"281" 29 0 1.30873997795655
"282" 29 0.111111111111111 1.48134085729985
"283" 29 0.222222222222222 0.652146454492937
"284" 29 0.333333333333333 0.994640190741637
"285" 29 0.444444444444444 0.700920141781729
"286" 29 0.555555555555556 0.321052285015905
"287" 29 0.666666666666667 -0.261982178234212
"288" 29 0.777777777777778 0.428054798831557
"289" 29 0.888888888888889 0.630436477408888
"290" 29 1 -0.25031130029403
"291" 30 0 1.66717662407988
"292" 30 0.111111111111111 1.44017284964223
"293" 30 0.222222222222222 0.510424452899235
"294" 30 0.333333333333333 1.20404336918117
"295" 30 0.444444444444444 0.457401602729325
"296" 30 0.555555555555556 0.938358976272929
"297" 30 0.666666666666667 0.175531938743913
"298" 30 0.777777777777778 -0.60375591481025
"299" 30 0.888888888888889 -0.279022272470772
"300" 30 1 0.360173854240095
"301" 31 0 1.54347182061162
"304" 31 0.333333333333333 -0.565750332707867
"305" 31 0.444444444444444 -1.04326565403342
"306" 31 0.555555555555556 -1.07053302664715
"308" 31 0.777777777777778 0.558326831019215
"309" 31 0.888888888888889 -0.245355832421178
"310" 31 1 0.60232254829351
"311" 32 0 0.958884909062802
"312" 32 0.111111111111111 1.24919156551225
"315" 32 0.444444444444444 -0.781940953497279
"316" 32 0.555555555555556 -1.56732549484349
"317" 32 0.666666666666667 -0.253745260278931
"319" 32 0.888888888888889 0.391683419713653
"320" 32 1 1.33970015435214
"321" 33 0 1.15506864462375
"322" 33 0.111111111111111 1.23020548939696
"323" 33 0.222222222222222 0.0464208278493926
"324" 33 0.333333333333333 -0.660098697591057
"325" 33 0.444444444444444 -1.28043545759545
"326" 33 0.555555555555556 -1.0866729232541
"327" 33 0.666666666666667 -0.0633324177858561
"328" 33 0.777777777777778 -0.127502734078235
"329" 33 0.888888888888889 0.379148659944752
"330" 33 1 1.32228091559057
"332" 34 0.111111111111111 1.04612990292498
"333" 34 0.222222222222222 -0.198096681314551
"334" 34 0.333333333333333 -1.04808315101898
"335" 34 0.444444444444444 0.119974131652044
"337" 34 0.666666666666667 -0.377358055394548
"338" 34 0.777777777777778 -0.448596459350768
"340" 34 1 0.812959625603512
"341" 35 0 0.449176177268557
"342" 35 0.111111111111111 1.40077782493532
"343" 35 0.222222222222222 -0.421335946389664
"344" 35 0.333333333333333 -0.104864693018048
"345" 35 0.444444444444444 -0.877287950519877
"346" 35 0.555555555555556 -1.07340516667837
"347" 35 0.666666666666667 -0.544063504993143
"348" 35 0.777777777777778 -0.407909317533493
"349" 35 0.888888888888889 0.604549725719764
"350" 35 1 1.33936812548934
"351" 36 0 0.834002174680128
"352" 36 0.111111111111111 0.9894390133451
"355" 36 0.444444444444444 -0.487609713803931
"356" 36 0.555555555555556 -0.646592603902268
"357" 36 0.666666666666667 -0.869725109250914
"358" 36 0.777777777777778 0.196180912088694
